age,job,marital,education,default,balance,housing,loan,last_contact_duration,campaign_contacs,passed _days,previous_contacts ,previous_marketing_outcome,successful_marketing
41,entrepreneur,married,secondary,no,2105,yes,no,134,1,,0,unknown,0
44,unknown,married,secondary,no,2319,no,no,251,3,,0,unknown,0
35,services,single,secondary,no,35,yes,no,152,1,,0,unknown,0
30,management,married,tertiary,no,877,no,no,202,1,83,5,failure,0
43,blue-collar,single,primary,no,30,yes,no,379,17,,0,unknown,0
51,entrepreneur,married,secondary,yes,-2082,no,yes,123,6,,0,unknown,0
60,retired,married,secondary,no,89,no,no,156,2,,0,unknown,0
43,self-employed,married,secondary,no,104,no,no,332,1,,0,unknown,0
31,management,married,tertiary,no,1750,yes,no,90,3,,0,unknown,0
56,management,married,primary,no,772,yes,no,291,1,,0,unknown,0
42,technician,married,secondary,no,1048,yes,no,23,2,,0,unknown,0
52,entrepreneur,married,primary,no,592,no,no,122,2,,0,unknown,0
40,technician,married,secondary,no,0,yes,yes,105,2,172,1,failure,0
36,services,married,secondary,no,3064,yes,no,1143,4,,0,unknown,0
40,services,married,primary,no,33,no,no,70,3,,0,unknown,0
46,blue-collar,married,secondary,no,0,yes,no,264,2,,0,unknown,0
32,admin.,single,secondary,no,1649,no,no,204,2,,0,unknown,0
31,housemaid,single,tertiary,no,287,yes,no,182,1,,0,unknown,0
41,technician,divorced,secondary,no,0,yes,no,386,2,,0,unknown,0
58,housemaid,married,primary,no,419,no,yes,295,3,,0,unknown,0
36,services,married,secondary,no,257,yes,no,86,2,,0,unknown,0
52,technician,married,secondary,no,118,no,no,16,20,,0,unknown,0
42,management,married,tertiary,no,251,no,no,413,2,,0,unknown,0
32,management,single,tertiary,no,1731,yes,yes,323,3,,0,unknown,0
62,management,married,tertiary,no,0,no,no,78,3,,0,unknown,0
31,technician,single,tertiary,no,23,no,no,121,3,,0,unknown,0
41,blue-collar,single,secondary,yes,-386,no,yes,477,1,,0,unknown,1
34,self-employed,married,tertiary,no,5498,no,no,265,1,,0,unknown,0
44,management,single,tertiary,no,5063,no,no,418,2,,0,unknown,1
42,blue-collar,married,primary,no,7041,yes,no,386,4,,0,unknown,0
37,entrepreneur,single,secondary,no,654,no,no,594,2,,0,unknown,0
47,management,married,tertiary,no,1890,no,no,161,1,,0,unknown,0
32,unemployed,married,secondary,no,2400,yes,yes,450,3,,0,unknown,0
46,blue-collar,married,secondary,no,519,yes,no,217,6,,0,unknown,0
39,technician,single,tertiary,no,1190,no,no,136,1,,0,unknown,0
28,services,single,secondary,no,229,yes,no,322,1,,0,unknown,0
26,student,single,secondary,no,203,no,no,104,1,196,1,failure,0
52,technician,married,secondary,no,1818,no,yes,189,2,111,4,failure,0
42,unemployed,married,secondary,no,1289,no,no,250,4,415,2,failure,1
33,technician,divorced,tertiary,no,39,no,no,123,5,,0,unknown,0
73,retired,married,primary,no,796,no,no,427,1,182,2,failure,1
35,admin.,single,secondary,no,57,no,yes,632,2,,0,unknown,0
40,management,married,tertiary,no,1548,yes,no,101,3,,0,unknown,0
51,technician,married,secondary,no,117,no,no,467,2,88,4,other,1
37,admin.,single,secondary,no,0,yes,no,640,2,,0,unknown,0
39,management,married,tertiary,no,691,yes,yes,517,1,255,1,failure,0
28,blue-collar,married,secondary,no,64,yes,no,160,3,,0,unknown,0
49,technician,divorced,tertiary,no,0,yes,no,177,3,,0,unknown,0
36,admin.,married,secondary,no,957,yes,no,206,1,,0,unknown,0
45,technician,married,secondary,no,118,yes,no,208,2,,0,unknown,0
29,technician,single,tertiary,no,218,yes,no,169,1,,0,unknown,0
35,management,married,secondary,no,724,yes,no,287,2,415,1,failure,1
35,housemaid,married,tertiary,no,20,yes,yes,505,3,,0,unknown,0
30,blue-collar,married,secondary,no,-28,yes,no,284,2,371,1,failure,0
46,blue-collar,married,primary,no,665,no,no,89,4,235,2,failure,0
25,student,single,tertiary,no,5,no,no,138,1,,0,unknown,0
36,management,married,tertiary,no,925,no,no,321,3,189,4,success,1
42,blue-collar,married,primary,no,2519,yes,no,262,4,,0,unknown,0
57,admin.,married,secondary,no,3927,no,no,61,1,,0,unknown,0
42,management,divorced,tertiary,no,401,yes,no,217,9,,0,unknown,0
29,management,married,tertiary,no,581,yes,yes,192,2,,0,unknown,0
36,technician,married,tertiary,no,1327,no,no,174,2,,0,unknown,0
31,unemployed,married,secondary,no,3242,no,no,292,2,,0,unknown,0
59,technician,married,primary,no,3163,yes,no,240,2,,0,unknown,0
50,unemployed,divorced,secondary,no,32,no,no,282,2,,0,unknown,0
47,admin.,married,secondary,no,310,yes,yes,128,6,,0,unknown,0
46,housemaid,married,primary,no,0,no,no,161,1,,0,unknown,0
26,blue-collar,single,primary,no,155,yes,no,291,1,244,4,failure,0
31,services,single,secondary,no,11386,yes,no,356,1,,0,unknown,0
30,services,married,tertiary,no,1380,yes,no,294,2,,0,unknown,0
47,blue-collar,single,unknown,no,2443,no,no,422,1,,0,unknown,0
23,technician,single,tertiary,no,1129,yes,no,806,1,,0,unknown,1
44,unemployed,single,primary,no,4232,no,no,227,1,,0,unknown,0
42,self-employed,married,secondary,no,5564,no,no,560,2,,0,unknown,0
32,services,single,secondary,no,-402,yes,no,135,1,,0,unknown,0
28,admin.,single,secondary,no,1323,yes,no,361,1,,0,unknown,0
57,retired,married,primary,no,1623,yes,yes,246,1,,0,unknown,0
38,technician,married,tertiary,no,1042,yes,no,419,2,,0,unknown,0
22,student,single,secondary,no,2488,no,no,449,2,38,10,other,1
54,admin.,married,secondary,no,865,yes,no,71,1,,0,unknown,0
32,technician,married,tertiary,no,-1053,yes,no,357,3,,0,unknown,0
32,management,married,tertiary,no,1667,yes,no,164,2,179,3,failure,0
59,admin.,divorced,secondary,no,975,yes,no,263,4,,0,unknown,0
45,technician,married,secondary,no,2571,no,no,146,2,,0,unknown,0
53,unknown,married,primary,no,732,no,no,759,2,,0,unknown,1
50,admin.,divorced,secondary,no,769,no,no,72,2,363,4,failure,0
34,technician,married,secondary,no,-136,yes,yes,131,2,,0,unknown,0
35,admin.,divorced,secondary,no,3636,no,yes,808,2,,0,unknown,1
30,management,married,tertiary,no,931,no,no,1183,1,,0,unknown,0
62,housemaid,married,secondary,no,565,no,no,123,3,,0,unknown,0
40,blue-collar,married,secondary,no,271,yes,no,483,2,,0,unknown,0
26,self-employed,single,tertiary,no,1153,no,no,238,3,,0,unknown,0
34,management,married,tertiary,no,-73,yes,no,90,1,,0,unknown,0
50,unknown,married,unknown,no,558,no,no,464,1,683,6,failure,1
31,unknown,divorced,tertiary,no,137,no,no,385,9,,0,unknown,0
35,technician,married,secondary,no,700,yes,no,240,2,,0,unknown,0
55,retired,married,primary,no,-966,no,yes,104,1,,0,unknown,0
34,admin.,married,secondary,no,96,no,no,109,2,,0,unknown,0
58,retired,married,primary,no,4007,no,no,598,4,,0,unknown,0
50,management,single,tertiary,no,567,yes,no,274,8,,0,unknown,0
31,technician,single,secondary,no,40,no,no,123,2,,0,unknown,0
47,admin.,divorced,secondary,no,136,no,yes,70,1,,0,unknown,0
38,self-employed,single,tertiary,no,917,yes,no,260,1,,0,unknown,0
46,management,single,tertiary,no,593,yes,no,190,3,,0,unknown,0
42,blue-collar,married,primary,no,505,yes,no,521,2,,0,unknown,0
34,blue-collar,married,secondary,no,2542,yes,no,228,1,,0,unknown,0
37,management,married,tertiary,no,5355,no,no,466,4,,0,unknown,1
38,student,single,tertiary,no,807,no,no,74,2,,0,unknown,0
59,retired,married,secondary,no,9976,yes,no,57,2,,0,unknown,0
32,admin.,married,secondary,no,0,no,no,119,3,,0,unknown,0
55,management,married,tertiary,no,540,no,no,124,2,,0,unknown,0
35,blue-collar,married,secondary,no,280,yes,yes,65,50,,0,unknown,0
56,management,divorced,tertiary,no,-59,no,yes,127,6,,0,unknown,0
27,admin.,married,secondary,yes,-517,yes,no,172,3,,0,unknown,0
42,unemployed,single,secondary,no,2613,yes,no,174,6,,0,unknown,0
42,student,married,unknown,no,-7,no,no,41,6,,0,unknown,0
41,blue-collar,married,primary,no,0,yes,no,232,3,,0,unknown,0
53,retired,divorced,secondary,yes,-200,no,yes,161,1,,0,unknown,0
67,retired,married,primary,no,2301,no,no,124,1,,0,unknown,0
53,housemaid,married,primary,no,104,no,yes,701,1,,0,unknown,1
33,blue-collar,married,primary,no,191,yes,no,162,2,,0,unknown,0
31,technician,single,unknown,no,694,yes,no,431,2,,0,unknown,0
31,admin.,married,secondary,no,212,yes,no,191,3,,0,unknown,0
30,management,married,tertiary,no,1882,yes,no,249,5,,0,unknown,0
48,blue-collar,married,unknown,no,131,yes,no,189,1,,0,unknown,0
30,technician,single,secondary,no,175,no,no,167,4,,0,unknown,0
43,technician,single,tertiary,yes,0,no,no,73,4,,0,unknown,0
38,management,divorced,tertiary,no,4425,yes,no,162,1,,0,unknown,0
46,unemployed,married,secondary,no,3533,yes,no,235,2,,0,unknown,0
59,blue-collar,divorced,secondary,no,3573,no,no,44,1,,0,unknown,0
44,management,divorced,tertiary,no,476,yes,yes,127,2,,0,unknown,0
35,blue-collar,married,secondary,no,1257,yes,no,93,3,329,7,failure,0
55,blue-collar,married,unknown,no,23,no,no,143,1,2,3,other,0
39,management,single,tertiary,no,0,yes,no,81,2,,0,unknown,0
36,services,single,secondary,no,398,yes,yes,77,2,,0,unknown,0
33,blue-collar,married,secondary,no,745,yes,no,115,4,,0,unknown,0
48,management,single,tertiary,no,8106,no,no,125,1,111,3,failure,0
33,management,single,tertiary,no,0,no,no,53,4,,0,unknown,0
67,retired,married,unknown,no,696,no,no,77,2,,0,unknown,0
48,unemployed,divorced,secondary,no,1266,yes,no,45,1,,0,unknown,0
57,management,married,tertiary,no,2416,no,no,74,2,,0,unknown,0
31,housemaid,married,primary,no,25,no,no,169,5,,0,unknown,0
30,student,single,tertiary,no,7513,no,no,269,2,,0,unknown,0
56,entrepreneur,divorced,primary,no,29,no,no,52,2,227,1,failure,0
26,blue-collar,married,primary,no,5116,yes,no,246,3,,0,unknown,0
44,management,married,secondary,no,-1746,yes,no,218,1,,0,unknown,0
44,technician,divorced,secondary,no,14,no,no,167,1,92,1,success,1
31,management,married,tertiary,no,4148,yes,no,316,3,99,9,other,1
47,self-employed,married,unknown,no,14,yes,no,142,1,,0,unknown,0
30,admin.,single,secondary,no,105,yes,no,75,1,,0,unknown,0
37,management,married,tertiary,no,767,no,yes,204,1,,0,unknown,0
56,admin.,divorced,primary,no,0,no,yes,542,1,,0,unknown,0
43,management,single,secondary,no,-228,yes,yes,122,2,,0,unknown,0
42,services,married,secondary,no,508,yes,no,70,1,,0,unknown,0
60,management,married,secondary,no,725,yes,no,266,1,,0,unknown,0
34,blue-collar,married,unknown,no,41,yes,no,34,9,,0,unknown,0
34,management,single,tertiary,no,184,no,no,203,4,,0,unknown,0
41,management,married,tertiary,no,251,no,yes,85,3,,0,unknown,0
38,management,divorced,secondary,no,-17,no,no,11,4,,0,unknown,0
23,services,married,secondary,no,-19,yes,no,13,10,,0,unknown,0
33,management,married,tertiary,no,1064,yes,no,562,1,,0,unknown,1
36,blue-collar,married,secondary,no,777,yes,no,185,3,,0,unknown,0
49,unemployed,married,tertiary,no,377,no,no,158,1,59,2,failure,0
34,admin.,divorced,secondary,no,479,yes,no,515,1,350,5,failure,1
40,technician,divorced,secondary,no,-375,yes,no,60,5,,0,unknown,0
72,retired,married,primary,no,796,no,no,173,2,,0,unknown,0
43,technician,married,secondary,no,17,yes,no,353,4,,0,unknown,0
44,blue-collar,married,secondary,no,1071,yes,no,143,3,357,1,failure,0
35,admin.,married,secondary,no,0,yes,no,18,5,,0,unknown,0
46,admin.,divorced,secondary,no,7378,no,no,466,1,,0,unknown,0
55,admin.,married,secondary,no,865,yes,no,85,1,151,1,failure,0
50,technician,divorced,secondary,no,-701,yes,yes,148,1,,0,unknown,0
23,blue-collar,single,unknown,no,817,yes,no,123,1,,0,unknown,0
34,student,married,unknown,no,1387,no,no,121,1,,0,unknown,0
40,blue-collar,married,secondary,no,0,yes,yes,245,3,,0,unknown,0
61,retired,married,secondary,no,2917,no,no,215,1,,0,unknown,1
53,technician,married,secondary,no,4541,yes,no,190,6,,0,unknown,0
57,technician,married,secondary,no,0,no,no,44,1,,0,unknown,0
28,blue-collar,married,secondary,no,4287,no,no,171,1,,0,unknown,0
25,admin.,married,secondary,no,242,yes,no,62,12,,0,unknown,0
38,blue-collar,married,secondary,no,171,yes,yes,172,1,,0,unknown,0
27,services,single,secondary,no,259,yes,no,78,10,,0,unknown,0
45,blue-collar,married,secondary,no,827,yes,no,319,5,,0,unknown,0
31,services,single,secondary,no,469,no,yes,111,1,,0,unknown,0
39,blue-collar,married,primary,no,2226,yes,no,158,1,,0,unknown,0
42,technician,married,secondary,no,0,no,no,82,12,,0,unknown,0
46,management,married,tertiary,no,477,yes,no,128,6,,0,unknown,0
36,services,married,secondary,no,42,yes,no,102,4,,0,unknown,0
30,management,single,tertiary,no,775,yes,no,124,2,,0,unknown,0
32,blue-collar,married,secondary,no,9,yes,no,334,2,,0,unknown,0
52,technician,married,tertiary,no,2557,no,no,134,5,204,2,success,1
31,management,married,tertiary,no,2395,no,no,218,1,,0,unknown,0
60,management,married,primary,no,4895,no,no,313,1,,0,unknown,0
35,blue-collar,single,secondary,no,376,yes,yes,207,3,,0,unknown,0
38,management,married,tertiary,no,389,yes,no,262,1,,0,unknown,0
46,management,divorced,tertiary,no,134,no,no,134,2,,0,unknown,0
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,197,3,,0,unknown,0
59,services,married,secondary,no,0,yes,no,214,3,,0,unknown,0
34,management,married,tertiary,no,2892,yes,yes,1165,7,,0,unknown,0
33,technician,divorced,secondary,no,0,yes,no,177,2,,0,unknown,0
46,management,single,secondary,no,295,yes,no,141,6,,0,unknown,0
48,admin.,married,secondary,no,292,yes,yes,164,6,,0,unknown,0
31,services,single,secondary,no,85,no,no,151,1,,0,unknown,0
32,technician,married,secondary,no,4,no,no,145,2,260,4,failure,0
35,blue-collar,divorced,primary,no,-587,yes,no,111,1,,0,unknown,0
36,blue-collar,single,primary,no,367,no,no,217,1,221,1,failure,0
52,management,married,tertiary,no,-1224,yes,no,253,4,,0,unknown,0
45,management,divorced,tertiary,no,959,no,no,74,1,,0,unknown,0
34,management,married,tertiary,no,0,no,no,263,2,,0,unknown,0
25,blue-collar,married,primary,yes,-589,yes,no,233,1,,0,unknown,0
26,management,single,tertiary,no,-8,no,no,402,2,,0,unknown,0
57,management,married,unknown,no,0,no,no,585,1,,0,unknown,0
48,management,married,primary,no,247,yes,yes,145,1,,0,unknown,0
48,technician,married,unknown,no,5543,no,no,143,5,,0,unknown,0
32,blue-collar,married,primary,no,642,no,yes,524,1,,0,unknown,0
58,retired,married,secondary,no,11,no,no,270,1,,0,unknown,0
57,management,married,primary,no,-226,yes,no,272,1,,0,unknown,0
31,entrepreneur,married,tertiary,no,5191,no,no,187,2,,0,unknown,0
33,blue-collar,single,secondary,no,-320,no,no,268,2,,0,unknown,0
53,entrepreneur,married,tertiary,no,2289,yes,yes,183,1,,0,unknown,0
36,admin.,married,secondary,no,725,yes,no,123,3,99,8,failure,0
32,technician,single,tertiary,no,705,yes,no,20,4,,0,unknown,0
45,blue-collar,married,secondary,no,776,yes,no,232,4,253,1,failure,0
35,unemployed,married,tertiary,no,816,yes,no,547,7,,0,unknown,0
41,services,married,secondary,no,171,no,no,71,9,,0,unknown,0
54,services,married,secondary,no,812,no,no,113,6,,0,unknown,0
49,services,married,secondary,no,823,no,no,780,4,,0,unknown,1
28,technician,single,secondary,no,1453,yes,no,246,1,343,1,other,0
24,blue-collar,single,unknown,no,431,yes,no,108,12,,0,unknown,0
30,admin.,single,secondary,no,1009,yes,no,253,1,,0,unknown,0
32,self-employed,married,primary,no,286,yes,no,175,1,,0,unknown,0
53,entrepreneur,married,tertiary,no,22370,yes,no,106,1,,0,unknown,0
42,blue-collar,married,primary,no,2111,yes,no,86,2,,0,unknown,0
48,blue-collar,married,primary,no,5366,yes,no,248,3,,0,unknown,0
33,technician,married,secondary,no,181,yes,yes,265,2,,0,unknown,0
31,blue-collar,divorced,secondary,no,-452,yes,no,182,5,,0,unknown,0
56,unemployed,divorced,primary,no,1770,no,no,916,3,,0,unknown,0
58,retired,married,primary,no,0,no,no,506,1,,0,unknown,0
37,admin.,single,secondary,no,-296,yes,no,81,1,,0,unknown,0
59,management,married,primary,no,2358,yes,no,30,1,,0,unknown,0
50,management,single,tertiary,no,1200,no,no,904,3,,0,unknown,1
39,housemaid,single,primary,no,109,yes,no,699,3,,0,unknown,0
30,technician,married,secondary,no,616,yes,no,19,1,,0,unknown,0
47,services,divorced,secondary,no,4906,yes,no,389,1,,0,unknown,0
44,self-employed,married,secondary,no,313,no,no,211,4,,0,unknown,0
38,blue-collar,married,primary,no,290,yes,no,283,1,,0,unknown,0
50,management,married,tertiary,no,1240,no,no,474,2,,0,unknown,0
27,admin.,single,tertiary,no,3672,yes,no,157,2,351,5,failure,0
73,retired,married,secondary,no,19,no,no,509,2,,0,unknown,0
46,blue-collar,married,primary,no,143,yes,no,279,1,,0,unknown,0
56,retired,divorced,secondary,no,212,no,yes,27,1,,0,unknown,0
36,management,married,tertiary,no,9,no,no,386,4,,0,unknown,1
33,blue-collar,married,primary,no,3074,no,no,679,1,,0,unknown,0
40,management,married,tertiary,no,1734,yes,no,169,1,,0,unknown,0
52,management,married,tertiary,no,575,no,no,315,1,,0,unknown,0
51,blue-collar,married,secondary,no,397,yes,no,293,2,,0,unknown,0
33,blue-collar,married,secondary,no,640,yes,no,439,3,,0,unknown,0
54,services,married,secondary,no,158,yes,no,198,1,,0,unknown,0
44,management,married,secondary,no,2984,yes,no,770,2,,0,unknown,0
50,entrepreneur,married,secondary,no,1011,yes,no,340,2,,0,unknown,0
45,blue-collar,single,secondary,no,0,yes,no,1472,1,192,4,failure,1
36,management,married,tertiary,no,1133,yes,no,293,1,181,2,other,1
42,technician,married,secondary,no,4945,yes,no,311,2,,0,unknown,1
37,technician,married,secondary,no,712,yes,no,291,2,,0,unknown,0
28,services,single,secondary,no,-427,yes,yes,965,2,,0,unknown,0
56,admin.,married,secondary,no,2146,no,yes,594,1,,0,unknown,0
59,admin.,married,secondary,no,92,yes,no,139,2,350,1,failure,0
32,unemployed,married,secondary,no,10,yes,no,501,4,,0,unknown,0
57,retired,married,primary,no,1238,yes,no,274,1,,0,unknown,0
49,admin.,single,secondary,no,981,yes,no,10,3,,0,unknown,0
56,entrepreneur,married,unknown,no,575,no,no,18,2,,0,unknown,0
48,admin.,divorced,unknown,no,-70,no,no,243,1,,0,unknown,0
27,student,single,tertiary,no,3733,yes,no,198,1,98,6,success,1
31,management,single,tertiary,no,574,yes,no,410,2,,0,unknown,0
28,blue-collar,single,secondary,no,43,no,no,190,1,,0,unknown,0
36,management,married,tertiary,no,428,no,no,121,1,,0,unknown,0
58,housemaid,married,primary,no,0,yes,no,148,1,,0,unknown,0
46,admin.,married,secondary,no,0,yes,yes,239,2,259,2,failure,0
32,management,single,tertiary,no,474,yes,no,90,3,,0,unknown,0
39,services,married,secondary,no,-540,no,no,29,1,,0,unknown,0
35,self-employed,married,tertiary,no,560,yes,no,58,1,136,1,failure,0
31,management,married,tertiary,no,325,yes,no,1139,2,,0,unknown,1
29,management,single,tertiary,no,437,no,no,504,1,92,1,success,1
48,blue-collar,married,primary,no,574,no,no,348,1,,0,unknown,0
60,retired,married,primary,no,0,no,no,130,3,,0,unknown,0
74,retired,married,secondary,no,935,no,no,100,1,104,1,other,0
30,services,married,secondary,no,699,yes,no,544,1,,0,unknown,0
52,admin.,single,primary,no,0,no,no,182,11,,0,unknown,0
24,blue-collar,married,secondary,no,-220,yes,no,90,1,,0,unknown,0
